seed,epsilon,draw,tracking,feasible,rho,steering_rms,peak_rate
75,4,4,0.1420420463916085,1.0,0.9678542584397388,0.8100754157711194,1.1422389066262526
75,4,5,0.10495494430962843,1.0,0.9753156290285356,0.8073074563042878,1.1336452385510325
75,4,6,0.10430319081522697,1.0,0.9700075002977852,0.807848726245634,1.1434581244009736
75,4,7,0.16867304539319627,1.0,0.9765394494399714,0.8058652569288965,1.1463216955184683
75,4,8,0.18392138063654911,1.0,0.974297787557265,0.8100933853538156,1.1473547028862716
75,4,9,0.13009826695932356,1.0,0.9736105964119888,0.8059074640516706,1.1369094648417517
75,8,0,0.05373135385950201,1.0,0.97516771924473,0.8039630252847053,1.1355601772639246
75,8,1,0.026479408955040792,1.0,0.9668739691883412,0.8058311171369826,1.1413178429935569
75,8,2,0.024100671526865073,1.0,0.971351403353283,0.8047921581741729,1.1402475878323006
75,8,3,0.08514318075898833,1.0,0.9686064148823326,0.8077574470166167,1.14959632571441
75,8,4,0.04590207092173352,1.0,0.9706137468093308,0.8049677990196293,1.1369257184011985
75,8,5,0.03884935545965482,1.0,0.9725199171501492,0.8042321156378084,1.1395271630377033
75,8,6,0.04695233767603349,1.0,0.9708882420886976,0.8045230488362366,1.1369923394894017
75,8,7,0.034749651937739386,1.0,0.9735652685933408,0.8057747432949973,1.14298540723045
75,8,8,0.11689629659108246,1.0,0.97561727753465,0.8070649809582169,1.1377221474064572
75,8,9,0.03585228205735828,1.0,0.9734336922579596,0.8040450473943469,1.1377998847783342
75,inf,0,0.007347441730631652,1.0,0.968552391285572,0.8054335114678175,1.140018754148474
76,0.5,0,1.779823798419863,0.0,4.450119981317881,6.114602215439381,4170.972528918626
76,0.5,1,1.5874924512483735,0.0,5.376167400419586,6.799786699291546,4804.752496048435
76,0.5,2,1.9322847441878244,1.0,0.9892578826562024,0.9686516229200592,6.728204862863175
76,0.5,3,2.197384017994736,0.0,2.740275359647235,3.428677461257314,2060.143784405807
76,0.5,4,0.9431073616206476,1.0,2.2382556633221724,2.2291418753937133,1349.8572223913684
76,0.5,5,0.9064097042262523,1.0,0.9883040126391816,0.8633951420039954,1.3750382117810067
76,0.5,6,0.17151651591218078,1.0,0.981239159370477,0.8073187474129736,1.1369664114337417
76,0.5,7,0.41444594360789844,1.0,1.0011274795171383,0.8149632071345393,1.1236619296223511
76,0.5,8,0.046701157561256056,1.0,0.964414699803162,0.8055014690879633,1.1287526195960258
76,0.5,9,0.5422814740704774,1.0,0.9738357926843212,0.8284939411473798,1.2199641723379846
76,1,0,0.23896807333225262,1.0,0.9776565514488068,0.8110547194233528,1.157719469806766
